300.28,300.3,300.32,300.33,300.35,300.37,300.39,300.41,300.43,300.44,300.46,300.48,1.7879e+09,1.7888e+09,1.7896e+09,1.7905e+09,1.7913e+09,1.7921e+09,1.793e+09,1.7938e+09,1.7947e+09,1.7955e+09,1.7963e+09,1.7972e+09,1.2205,0.70866,0.15748,0.11811,0.03937,0.03937,0,0,0,0.03937,0.07874,0.47244,10.833,12.183,14.667,14.611,13.439,13.667,13.906,14.55,15.983,16.694,14.989,9.2722,1,-14,-23,-27,-20,-22,-24,-14,-13,-5,-21,-10,226.13
300.3,300.32,300.33,300.35,300.37,300.39,300.41,300.43,300.44,300.46,300.48,300.5,1.7888e+09,1.7896e+09,1.7905e+09,1.7913e+09,1.7921e+09,1.793e+09,1.7938e+09,1.7947e+09,1.7955e+09,1.7963e+09,1.7972e+09,1.798e+09,0.70866,0.15748,0.11811,0.03937,0.03937,0,0,0,0.03937,0.07874,0.47244,0.86614,12.183,14.667,14.611,13.439,13.667,13.906,14.55,15.983,16.694,14.989,9.2722,10.383,-14,-23,-27,-20,-22,-24,-14,-13,-5,-21,-10,-19,176.56
300.32,300.33,300.35,300.37,300.39,300.41,300.43,300.44,300.46,300.48,300.5,300.51,1.7896e+09,1.7905e+09,1.7913e+09,1.7921e+09,1.793e+09,1.7938e+09,1.7947e+09,1.7955e+09,1.7963e+09,1.7972e+09,1.798e+09,1.7989e+09,0.15748,0.11811,0.03937,0.03937,0,0,0,0.03937,0.07874,0.47244,0.86614,1.0236,14.667,14.611,13.439,13.667,13.906,14.55,15.983,16.694,14.989,9.2722,10.383,11.567,-23,-27,-20,-22,-24,-14,-13,-5,-21,-10,-19,-1,150.94
300.33,300.35,300.37,300.39,300.41,300.43,300.44,300.46,300.48,300.5,300.51,300.53,1.7905e+09,1.7913e+09,1.7921e+09,1.793e+09,1.7938e+09,1.7947e+09,1.7955e+09,1.7963e+09,1.7972e+09,1.798e+09,1.7989e+09,1.7998e+09,0.11811,0.03937,0.03937,0,0,0,0.03937,0.07874,0.47244,0.86614,1.0236,0.3937,14.611,13.439,13.667,13.906,14.55,15.983,16.694,14.989,9.2722,10.383,11.567,14.383,-27,-20,-22,-24,-14,-13,-5,-21,-10,-19,-1,-9,106.4
300.35,300.37,300.39,300.41,300.43,300.44,300.46,300.48,300.5,300.51,300.53,300.55,1.7913e+09,1.7921e+09,1.793e+09,1.7938e+09,1.7947e+09,1.7955e+09,1.7963e+09,1.7972e+09,1.798e+09,1.7989e+09,1.7998e+09,1.8007e+09,0.03937,0.03937,0,0,0,0.03937,0.07874,0.47244,0.86614,1.0236,0.3937,0.07874,13.439,13.667,13.906,14.55,15.983,16.694,14.989,9.2722,10.383,11.567,14.383,13.928,-20,-22,-24,-14,-13,-5,-21,-10,-19,-1,-9,8,115.58
300.37,300.39,300.41,300.43,300.44,300.46,300.48,300.5,300.51,300.53,300.55,300.56,1.7921e+09,1.793e+09,1.7938e+09,1.7947e+09,1.7955e+09,1.7963e+09,1.7972e+09,1.798e+09,1.7989e+09,1.7998e+09,1.8007e+09,1.8016e+09,0.03937,0,0,0,0.03937,0.07874,0.47244,0.86614,1.0236,0.3937,0.07874,0.3937,13.667,13.906,14.55,15.983,16.694,14.989,9.2722,10.383,11.567,14.383,13.928,14.222,-22,-24,-14,-13,-5,-21,-10,-19,-1,-9,8,-1,93.697
300.39,300.41,300.43,300.44,300.46,300.48,300.5,300.51,300.53,300.55,300.56,300.57,1.793e+09,1.7938e+09,1.7947e+09,1.7955e+09,1.7963e+09,1.7972e+09,1.798e+09,1.7989e+09,1.7998e+09,1.8007e+09,1.8016e+09,1.8024e+09,0,0,0,0.03937,0.07874,0.47244,0.86614,1.0236,0.3937,0.07874,0.3937,0,13.906,14.55,15.983,16.694,14.989,9.2722,10.383,11.567,14.383,13.928,14.222,14.944,-24,-14,-13,-5,-21,-10,-19,-1,-9,8,-1,-15,130.06
300.41,300.43,300.44,300.46,300.48,300.5,300.51,300.53,300.55,300.56,300.57,300.59,1.7938e+09,1.7947e+09,1.7955e+09,1.7963e+09,1.7972e+09,1.798e+09,1.7989e+09,1.7998e+09,1.8007e+09,1.8016e+09,1.8024e+09,1.8033e+09,0,0,0.03937,0.07874,0.47244,0.86614,1.0236,0.3937,0.07874,0.3937,0,0,14.55,15.983,16.694,14.989,9.2722,10.383,11.567,14.383,13.928,14.222,14.944,15.7,-14,-13,-5,-21,-10,-19,-1,-9,8,-1,-15,-2,171.48
300.43,300.44,300.46,300.48,300.5,300.51,300.53,300.55,300.56,300.57,300.59,300.61,1.7947e+09,1.7955e+09,1.7963e+09,1.7972e+09,1.798e+09,1.7989e+09,1.7998e+09,1.8007e+09,1.8016e+09,1.8024e+09,1.8033e+09,1.8042e+09,0,0.03937,0.07874,0.47244,0.86614,1.0236,0.3937,0.07874,0.3937,0,0,0,15.983,16.694,14.989,9.2722,10.383,11.567,14.383,13.928,14.222,14.944,15.7,16.2,-13,-5,-21,-10,-19,-1,-9,8,-1,-15,-2,-14,172.73
300.44,300.46,300.48,300.5,300.51,300.53,300.55,300.56,300.57,300.59,300.61,300.62,1.7955e+09,1.7963e+09,1.7972e+09,1.798e+09,1.7989e+09,1.7998e+09,1.8007e+09,1.8016e+09,1.8024e+09,1.8033e+09,1.8042e+09,1.8051e+09,0.03937,0.07874,0.47244,0.86614,1.0236,0.3937,0.07874,0.3937,0,0,0,0,16.694,14.989,9.2722,10.383,11.567,14.383,13.928,14.222,14.944,15.7,16.2,16.889,-5,-21,-10,-19,-1,-9,8,-1,-15,-2,-14,-12,190.77
300.46,300.48,300.5,300.51,300.53,300.55,300.56,300.57,300.59,300.61,300.62,300.63,1.7963e+09,1.7972e+09,1.798e+09,1.7989e+09,1.7998e+09,1.8007e+09,1.8016e+09,1.8024e+09,1.8033e+09,1.8042e+09,1.8051e+09,1.806e+09,0.07874,0.47244,0.86614,1.0236,0.3937,0.07874,0.3937,0,0,0,0,0,14.989,9.2722,10.383,11.567,14.383,13.928,14.222,14.944,15.7,16.2,16.889,16.256,-21,-10,-19,-1,-9,8,-1,-15,-2,-14,-12,-22,159.4
300.48,300.5,300.51,300.53,300.55,300.56,300.57,300.59,300.61,300.62,300.63,300.65,1.7972e+09,1.798e+09,1.7989e+09,1.7998e+09,1.8007e+09,1.8016e+09,1.8024e+09,1.8033e+09,1.8042e+09,1.8051e+09,1.806e+09,1.8069e+09,0.47244,0.86614,1.0236,0.3937,0.07874,0.3937,0,0,0,0,0,0.11811,9.2722,10.383,11.567,14.383,13.928,14.222,14.944,15.7,16.2,16.889,16.256,13.406,-10,-19,-1,-9,8,-1,-15,-2,-14,-12,-22,-14,265.39
300.5,300.51,300.53,300.55,300.56,300.57,300.59,300.61,300.62,300.63,300.65,300.67,1.798e+09,1.7989e+09,1.7998e+09,1.8007e+09,1.8016e+09,1.8024e+09,1.8033e+09,1.8042e+09,1.8051e+09,1.806e+09,1.8069e+09,1.8078e+09,0.86614,1.0236,0.3937,0.07874,0.3937,0,0,0,0,0,0.11811,0.98425,10.383,11.567,14.383,13.928,14.222,14.944,15.7,16.2,16.889,16.256,13.406,11.172,-19,-1,-9,8,-1,-15,-2,-14,-12,-22,-14,-26,208.77
300.51,300.53,300.55,300.56,300.57,300.59,300.61,300.62,300.63,300.65,300.67,300.68,1.7989e+09,1.7998e+09,1.8007e+09,1.8016e+09,1.8024e+09,1.8033e+09,1.8042e+09,1.8051e+09,1.806e+09,1.8069e+09,1.8078e+09,1.8086e+09,1.0236,0.3937,0.07874,0.3937,0,0,0,0,0,0.11811,0.98425,1.8504,11.567,14.383,13.928,14.222,14.944,15.7,16.2,16.889,16.256,13.406,11.172,8.3222,-1,-9,8,-1,-15,-2,-14,-12,-22,-14,-26,-20,290.78
300.53,300.55,300.56,300.57,300.59,300.61,300.62,300.63,300.65,300.67,300.68,300.7,1.7998e+09,1.8007e+09,1.8016e+09,1.8024e+09,1.8033e+09,1.8042e+09,1.8051e+09,1.806e+09,1.8069e+09,1.8078e+09,1.8086e+09,1.8096e+09,0.3937,0.07874,0.3937,0,0,0,0,0,0.11811,0.98425,1.8504,0.51181,14.383,13.928,14.222,14.944,15.7,16.2,16.889,16.256,13.406,11.172,8.3222,13.256,-9,8,-1,-15,-2,-14,-12,-22,-14,-26,-20,-22,134.1
300.55,300.56,300.57,300.59,300.61,300.62,300.63,300.65,300.67,300.68,300.7,300.71,1.8007e+09,1.8016e+09,1.8024e+09,1.8033e+09,1.8042e+09,1.8051e+09,1.806e+09,1.8069e+09,1.8078e+09,1.8086e+09,1.8096e+09,1.8105e+09,0.07874,0.3937,0,0,0,0,0,0.11811,0.98425,1.8504,0.51181,0.15748,13.928,14.222,14.944,15.7,16.2,16.889,16.256,13.406,11.172,8.3222,13.256,13.644,8,-1,-15,-2,-14,-12,-22,-14,-26,-20,-22,-30,112.8
300.56,300.57,300.59,300.61,300.62,300.63,300.65,300.67,300.68,300.7,300.71,300.73,1.8016e+09,1.8024e+09,1.8033e+09,1.8042e+09,1.8051e+09,1.806e+09,1.8069e+09,1.8078e+09,1.8086e+09,1.8096e+09,1.8105e+09,1.8115e+09,0.3937,0,0,0,0,0,0.11811,0.98425,1.8504,0.51181,0.15748,0,14.222,14.944,15.7,16.2,16.889,16.256,13.406,11.172,8.3222,13.256,13.644,14.211,-1,-15,-2,-14,-12,-22,-14,-26,-20,-22,-30,-25,92.613
300.57,300.59,300.61,300.62,300.63,300.65,300.67,300.68,300.7,300.71,300.73,300.74,1.8024e+09,1.8033e+09,1.8042e+09,1.8051e+09,1.806e+09,1.8069e+09,1.8078e+09,1.8086e+09,1.8096e+09,1.8105e+09,1.8115e+09,1.8124e+09,0,0,0,0,0,0.11811,0.98425,1.8504,0.51181,0.15748,0,0,14.944,15.7,16.2,16.889,16.256,13.406,11.172,8.3222,13.256,13.644,14.211,13.217,-15,-2,-14,-12,-22,-14,-26,-20,-22,-30,-25,-26,46.297
300.59,300.61,300.62,300.63,300.65,300.67,300.68,300.7,300.71,300.73,300.74,300.76,1.8033e+09,1.8042e+09,1.8051e+09,1.806e+09,1.8069e+09,1.8078e+09,1.8086e+09,1.8096e+09,1.8105e+09,1.8115e+09,1.8124e+09,1.8134e+09,0,0,0,0,0.11811,0.98425,1.8504,0.51181,0.15748,0,0,0,15.7,16.2,16.889,16.256,13.406,11.172,8.3222,13.256,13.644,14.211,13.217,14.122,-2,-14,-12,-22,-14,-26,-20,-22,-30,-25,-26,-43,102.35
300.61,300.62,300.63,300.65,300.67,300.68,300.7,300.71,300.73,300.74,300.76,300.77,1.8042e+09,1.8051e+09,1.806e+09,1.8069e+09,1.8078e+09,1.8086e+09,1.8096e+09,1.8105e+09,1.8115e+09,1.8124e+09,1.8134e+09,1.8143e+09,0,0,0,0.11811,0.98425,1.8504,0.51181,0.15748,0,0,0,0,16.2,16.889,16.256,13.406,11.172,8.3222,13.256,13.644,14.211,13.217,14.122,15.556,-14,-12,-22,-14,-26,-20,-22,-30,-25,-26,-43,-33,120.68
300.62,300.63,300.65,300.67,300.68,300.7,300.71,300.73,300.74,300.76,300.77,300.79,1.8051e+09,1.806e+09,1.8069e+09,1.8078e+09,1.8086e+09,1.8096e+09,1.8105e+09,1.8115e+09,1.8124e+09,1.8134e+09,1.8143e+09,1.8153e+09,0,0,0.11811,0.98425,1.8504,0.51181,0.15748,0,0,0,0,0.03937,16.889,16.256,13.406,11.172,8.3222,13.256,13.644,14.211,13.217,14.122,15.556,14.767,-12,-22,-14,-26,-20,-22,-30,-25,-26,-43,-33,-26,163.36
300.63,300.65,300.67,300.68,300.7,300.71,300.73,300.74,300.76,300.77,300.79,300.81,1.806e+09,1.8069e+09,1.8078e+09,1.8086e+09,1.8096e+09,1.8105e+09,1.8115e+09,1.8124e+09,1.8134e+09,1.8143e+09,1.8153e+09,1.8162e+09,0,0.11811,0.98425,1.8504,0.51181,0.15748,0,0,0,0,0.03937,0.15748,16.256,13.406,11.172,8.3222,13.256,13.644,14.211,13.217,14.122,15.556,14.767,16.767,-22,-14,-26,-20,-22,-30,-25,-26,-43,-33,-26,-29,95.452
300.65,300.67,300.68,300.7,300.71,300.73,300.74,300.76,300.77,300.79,300.81,300.82,1.8069e+09,1.8078e+09,1.8086e+09,1.8096e+09,1.8105e+09,1.8115e+09,1.8124e+09,1.8134e+09,1.8143e+09,1.8153e+09,1.8162e+09,1.8171e+09,0.11811,0.98425,1.8504,0.51181,0.15748,0,0,0,0,0.03937,0.15748,0.07874,13.406,11.172,8.3222,13.256,13.644,14.211,13.217,14.122,15.556,14.767,16.767,13.856,-14,-26,-20,-22,-30,-25,-26,-43,-33,-26,-29,-28,73.297
300.67,300.68,300.7,300.71,300.73,300.74,300.76,300.77,300.79,300.81,300.82,300.84,1.8078e+09,1.8086e+09,1.8096e+09,1.8105e+09,1.8115e+09,1.8124e+09,1.8134e+09,1.8143e+09,1.8153e+09,1.8162e+09,1.8171e+09,1.8181e+09,0.98425,1.8504,0.51181,0.15748,0,0,0,0,0.03937,0.15748,0.07874,0.19685,11.172,8.3222,13.256,13.644,14.211,13.217,14.122,15.556,14.767,16.767,13.856,12.461,-26,-20,-22,-30,-25,-26,-43,-33,-26,-29,-28,-43,87.774
300.68,300.7,300.71,300.73,300.74,300.76,300.77,300.79,300.81,300.82,300.84,300.85,1.8086e+09,1.8096e+09,1.8105e+09,1.8115e+09,1.8124e+09,1.8134e+09,1.8143e+09,1.8153e+09,1.8162e+09,1.8171e+09,1.8181e+09,1.819e+09,1.8504,0.51181,0.15748,0,0,0,0,0.03937,0.15748,0.07874,0.19685,0.21654,8.3222,13.256,13.644,14.211,13.217,14.122,15.556,14.767,16.767,13.856,12.461,9.3722,-20,-22,-30,-25,-26,-43,-33,-26,-29,-28,-43,-78,215.77
300.7,300.71,300.73,300.74,300.76,300.77,300.79,300.81,300.82,300.84,300.85,300.87,1.8096e+09,1.8105e+09,1.8115e+09,1.8124e+09,1.8134e+09,1.8143e+09,1.8153e+09,1.8162e+09,1.8171e+09,1.8181e+09,1.819e+09,1.82e+09,0.51181,0.15748,0,0,0,0,0.03937,0.15748,0.07874,0.19685,0.21654,0.23622,13.256,13.644,14.211,13.217,14.122,15.556,14.767,16.767,13.856,12.461,9.3722,8.6556,-22,-30,-25,-26,-43,-33,-26,-29,-28,-43,-78,-47,127.34
300.71,300.73,300.74,300.76,300.77,300.79,300.81,300.82,300.84,300.85,300.87,300.88,1.8105e+09,1.8115e+09,1.8124e+09,1.8134e+09,1.8143e+09,1.8153e+09,1.8162e+09,1.8171e+09,1.8181e+09,1.819e+09,1.82e+09,1.821e+09,0.15748,0,0,0,0,0.03937,0.15748,0.07874,0.19685,0.21654,0.23622,0.55118,13.644,14.211,13.217,14.122,15.556,14.767,16.767,13.856,12.461,9.3722,8.6556,11.222,-30,-25,-26,-43,-33,-26,-29,-28,-43,-78,-47,-55,81.806
300.73,300.74,300.76,300.77,300.79,300.81,300.82,300.84,300.85,300.87,300.88,300.9,1.8115e+09,1.8124e+09,1.8134e+09,1.8143e+09,1.8153e+09,1.8162e+09,1.8171e+09,1.8181e+09,1.819e+09,1.82e+09,1.821e+09,1.822e+09,0,0,0,0,0.03937,0.15748,0.07874,0.19685,0.21654,0.23622,0.55118,0.19685,14.211,13.217,14.122,15.556,14.767,16.767,13.856,12.461,9.3722,8.6556,11.222,10.933,-25,-26,-43,-33,-26,-29,-28,-43,-78,-47,-55,-49,25.363
300.74,300.76,300.77,300.79,300.81,300.82,300.84,300.85,300.87,300.88,300.9,300.92,1.8124e+09,1.8134e+09,1.8143e+09,1.8153e+09,1.8162e+09,1.8171e+09,1.8181e+09,1.819e+09,1.82e+09,1.821e+09,1.822e+09,1.823e+09,0,0,0,0.03937,0.15748,0.07874,0.19685,0.21654,0.23622,0.55118,0.19685,0.03937,13.217,14.122,15.556,14.767,16.767,13.856,12.461,9.3722,8.6556,11.222,10.933,12.833,-26,-43,-33,-26,-29,-28,-43,-78,-47,-55,-49,-39,-0.74194
300.76,300.77,300.79,300.81,300.82,300.84,300.85,300.87,300.88,300.9,300.92,300.93,1.8134e+09,1.8143e+09,1.8153e+09,1.8162e+09,1.8171e+09,1.8181e+09,1.819e+09,1.82e+09,1.821e+09,1.822e+09,1.823e+09,1.824e+09,0,0,0.03937,0.15748,0.07874,0.19685,0.21654,0.23622,0.55118,0.19685,0.03937,0,14.122,15.556,14.767,16.767,13.856,12.461,9.3722,8.6556,11.222,10.933,12.833,12.211,-43,-33,-26,-29,-28,-43,-78,-47,-55,-49,-39,-49,18.23
