,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,label
230,306.35,306.36,306.37,306.38,306.39,306.41,306.42,306.43,306.44,306.45,306.46,306.47,2151300000.0,2153400000.0,2155500000.0,2157700000.0,2159800000.0,2161900000.0,2164000000.0,2166100000.0,2168300000.0,2170400000.0,2172500000.0,2174600000.0,0.35433,0.0,0.15748,0.0,0.0,0.0,0.0,0.19685,0.0,0.55118,0.11811,0.66929,13.011,13.039,12.861,14.233,15.278,15.428,16.183,16.856,15.572,10.261,11.022,13.122,-28.0,-23.0,-26.0,-32.0,-20.0,-23.0,-27.0,-24.0,-33.0,-46.0,-26.0,-4.0,53.0,LL
231,306.36,306.37,306.38,306.39,306.41,306.42,306.43,306.44,306.45,306.46,306.47,306.48,2153400000.0,2155500000.0,2157700000.0,2159800000.0,2161900000.0,2164000000.0,2166100000.0,2168300000.0,2170400000.0,2172500000.0,2174600000.0,2176600000.0,0.0,0.15748,0.0,0.0,0.0,0.0,0.19685,0.0,0.55118,0.11811,0.66929,0.0,13.039,12.861,14.233,15.278,15.428,16.183,16.856,15.572,10.261,11.022,13.122,15.917,-23.0,-26.0,-32.0,-20.0,-23.0,-27.0,-24.0,-33.0,-46.0,-26.0,-4.0,-29.0,50.897,LL
232,306.37,306.38,306.39,306.41,306.42,306.43,306.44,306.45,306.46,306.47,306.48,306.5,2155500000.0,2157700000.0,2159800000.0,2161900000.0,2164000000.0,2166100000.0,2168300000.0,2170400000.0,2172500000.0,2174600000.0,2176600000.0,2178700000.0,0.15748,0.0,0.0,0.0,0.0,0.19685,0.0,0.55118,0.11811,0.66929,0.0,0.07874,12.861,14.233,15.278,15.428,16.183,16.856,15.572,10.261,11.022,13.122,15.917,14.983,-26.0,-32.0,-20.0,-23.0,-27.0,-24.0,-33.0,-46.0,-26.0,-4.0,-29.0,-27.0,0.6129,VLL
233,306.38,306.39,306.41,306.42,306.43,306.44,306.45,306.46,306.47,306.48,306.5,306.51,2157700000.0,2159800000.0,2161900000.0,2164000000.0,2166100000.0,2168300000.0,2170400000.0,2172500000.0,2174600000.0,2176600000.0,2178700000.0,2180800000.0,0.0,0.0,0.0,0.0,0.19685,0.0,0.55118,0.11811,0.66929,0.0,0.07874,0.0,14.233,15.278,15.428,16.183,16.856,15.572,10.261,11.022,13.122,15.917,14.983,15.894,-32.0,-20.0,-23.0,-27.0,-24.0,-33.0,-46.0,-26.0,-4.0,-29.0,-27.0,-11.0,75.063,LL
234,306.39,306.41,306.42,306.43,306.44,306.45,306.46,306.47,306.48,306.5,306.51,306.52,2159800000.0,2161900000.0,2164000000.0,2166100000.0,2168300000.0,2170400000.0,2172500000.0,2174600000.0,2176600000.0,2178700000.0,2180800000.0,2182800000.0,0.0,0.0,0.0,0.19685,0.0,0.55118,0.11811,0.66929,0.0,0.07874,0.0,0.07874,15.278,15.428,16.183,16.856,15.572,10.261,11.022,13.122,15.917,14.983,15.894,16.072,-20.0,-23.0,-27.0,-24.0,-33.0,-46.0,-26.0,-4.0,-29.0,-27.0,-11.0,-14.0,138.0,ML
235,306.41,306.42,306.43,306.44,306.45,306.46,306.47,306.48,306.5,306.51,306.52,306.53,2161900000.0,2164000000.0,2166100000.0,2168300000.0,2170400000.0,2172500000.0,2174600000.0,2176600000.0,2178700000.0,2180800000.0,2182800000.0,2184900000.0,0.0,0.0,0.19685,0.0,0.55118,0.11811,0.66929,0.0,0.07874,0.0,0.07874,0.0,15.428,16.183,16.856,15.572,10.261,11.022,13.122,15.917,14.983,15.894,16.072,15.522,-23.0,-27.0,-24.0,-33.0,-46.0,-26.0,-4.0,-29.0,-27.0,-11.0,-14.0,-11.0,131.45,ML
236,306.42,306.43,306.44,306.45,306.46,306.47,306.48,306.5,306.51,306.52,306.53,306.54,2164000000.0,2166100000.0,2168300000.0,2170400000.0,2172500000.0,2174600000.0,2176600000.0,2178700000.0,2180800000.0,2182800000.0,2184900000.0,2187000000.0,0.0,0.19685,0.0,0.55118,0.11811,0.66929,0.0,0.07874,0.0,0.07874,0.0,0.0,16.183,16.856,15.572,10.261,11.022,13.122,15.917,14.983,15.894,16.072,15.522,16.056,-27.0,-24.0,-33.0,-46.0,-26.0,-4.0,-29.0,-27.0,-11.0,-14.0,-11.0,-10.0,128.2,ML
237,306.43,306.44,306.45,306.46,306.47,306.48,306.5,306.51,306.52,306.53,306.54,306.55,2166100000.0,2168300000.0,2170400000.0,2172500000.0,2174600000.0,2176600000.0,2178700000.0,2180800000.0,2182800000.0,2184900000.0,2187000000.0,2189000000.0,0.19685,0.0,0.55118,0.11811,0.66929,0.0,0.07874,0.0,0.07874,0.0,0.0,0.0,16.856,15.572,10.261,11.022,13.122,15.917,14.983,15.894,16.072,15.522,16.056,17.583,-24.0,-33.0,-46.0,-26.0,-4.0,-29.0,-27.0,-11.0,-14.0,-11.0,-10.0,-16.0,84.71,LL
238,306.44,306.45,306.46,306.47,306.48,306.5,306.51,306.52,306.53,306.54,306.55,306.56,2168300000.0,2170400000.0,2172500000.0,2174600000.0,2176600000.0,2178700000.0,2180800000.0,2182800000.0,2184900000.0,2187000000.0,2189000000.0,2191100000.0,0.0,0.55118,0.11811,0.66929,0.0,0.07874,0.0,0.07874,0.0,0.0,0.0,0.11811,15.572,10.261,11.022,13.122,15.917,14.983,15.894,16.072,15.522,16.056,17.583,16.533,-33.0,-46.0,-26.0,-4.0,-29.0,-27.0,-11.0,-14.0,-11.0,-10.0,-16.0,-11.0,60.33,LL
239,306.45,306.46,306.47,306.48,306.5,306.51,306.52,306.53,306.54,306.55,306.56,306.58,2170400000.0,2172500000.0,2174600000.0,2176600000.0,2178700000.0,2180800000.0,2182800000.0,2184900000.0,2187000000.0,2189000000.0,2191100000.0,2193200000.0,0.55118,0.11811,0.66929,0.0,0.07874,0.0,0.07874,0.0,0.0,0.0,0.11811,0.51181,10.261,11.022,13.122,15.917,14.983,15.894,16.072,15.522,16.056,17.583,16.533,14.722,-46.0,-26.0,-4.0,-29.0,-27.0,-11.0,-14.0,-11.0,-10.0,-16.0,-11.0,-1.0,105.45,ML
240,306.46,306.47,306.48,306.5,306.51,306.52,306.53,306.54,306.55,306.56,306.58,306.59,2172500000.0,2174600000.0,2176600000.0,2178700000.0,2180800000.0,2182800000.0,2184900000.0,2187000000.0,2189000000.0,2191100000.0,2193200000.0,2195200000.0,0.11811,0.66929,0.0,0.07874,0.0,0.07874,0.0,0.0,0.0,0.11811,0.51181,0.51181,11.022,13.122,15.917,14.983,15.894,16.072,15.522,16.056,17.583,16.533,14.722,11.622,-26.0,-4.0,-29.0,-27.0,-11.0,-14.0,-11.0,-10.0,-16.0,-11.0,-1.0,-8.0,87.355,LL
241,306.47,306.48,306.5,306.51,306.52,306.53,306.54,306.55,306.56,306.58,306.59,306.6,2174600000.0,2176600000.0,2178700000.0,2180800000.0,2182800000.0,2184900000.0,2187000000.0,2189000000.0,2191100000.0,2193200000.0,2195200000.0,2197300000.0,0.66929,0.0,0.07874,0.0,0.07874,0.0,0.0,0.0,0.11811,0.51181,0.51181,0.7874,13.122,15.917,14.983,15.894,16.072,15.522,16.056,17.583,16.533,14.722,11.622,10.428,-4.0,-29.0,-27.0,-11.0,-14.0,-11.0,-10.0,-16.0,-11.0,-1.0,-8.0,-38.0,133.06,ML
242,306.48,306.5,306.51,306.52,306.53,306.54,306.55,306.56,306.58,306.59,306.6,306.61,2176600000.0,2178700000.0,2180800000.0,2182800000.0,2184900000.0,2187000000.0,2189000000.0,2191100000.0,2193200000.0,2195200000.0,2197300000.0,2199300000.0,0.0,0.07874,0.0,0.07874,0.0,0.0,0.0,0.11811,0.51181,0.51181,0.7874,0.35433,15.917,14.983,15.894,16.072,15.522,16.056,17.583,16.533,14.722,11.622,10.428,12.289,-29.0,-27.0,-11.0,-14.0,-11.0,-10.0,-16.0,-11.0,-1.0,-8.0,-38.0,11.0,94.355,LL
243,306.5,306.51,306.52,306.53,306.54,306.55,306.56,306.58,306.59,306.6,306.61,306.63,2178700000.0,2180800000.0,2182800000.0,2184900000.0,2187000000.0,2189000000.0,2191100000.0,2193200000.0,2195200000.0,2197300000.0,2199300000.0,2201300000.0,0.07874,0.0,0.07874,0.0,0.0,0.0,0.11811,0.51181,0.51181,0.7874,0.35433,0.27559,14.983,15.894,16.072,15.522,16.056,17.583,16.533,14.722,11.622,10.428,12.289,11.461,-27.0,-11.0,-14.0,-11.0,-10.0,-16.0,-11.0,-1.0,-8.0,-38.0,11.0,-14.0,56.097,LL
244,306.51,306.52,306.53,306.54,306.55,306.56,306.58,306.59,306.6,306.61,306.63,306.64,2180800000.0,2182800000.0,2184900000.0,2187000000.0,2189000000.0,2191100000.0,2193200000.0,2195200000.0,2197300000.0,2199300000.0,2201300000.0,2203300000.0,0.0,0.07874,0.0,0.0,0.0,0.11811,0.51181,0.51181,0.7874,0.35433,0.27559,0.47244,15.894,16.072,15.522,16.056,17.583,16.533,14.722,11.622,10.428,12.289,11.461,14.733,-11.0,-14.0,-11.0,-10.0,-16.0,-11.0,-1.0,-8.0,-38.0,11.0,-14.0,-35.0,88.452,LL
245,306.52,306.53,306.54,306.55,306.56,306.58,306.59,306.6,306.61,306.63,306.64,306.65,2182800000.0,2184900000.0,2187000000.0,2189000000.0,2191100000.0,2193200000.0,2195200000.0,2197300000.0,2199300000.0,2201300000.0,2203300000.0,2205200000.0,0.07874,0.0,0.0,0.0,0.11811,0.51181,0.51181,0.7874,0.35433,0.27559,0.47244,0.0,16.072,15.522,16.056,17.583,16.533,14.722,11.622,10.428,12.289,11.461,14.733,14.822,-14.0,-11.0,-10.0,-16.0,-11.0,-1.0,-8.0,-38.0,11.0,-14.0,-35.0,-26.0,103.8,ML
246,306.53,306.54,306.55,306.56,306.58,306.59,306.6,306.61,306.63,306.64,306.65,306.67,2184900000.0,2187000000.0,2189000000.0,2191100000.0,2193200000.0,2195200000.0,2197300000.0,2199300000.0,2201300000.0,2203300000.0,2205200000.0,2207200000.0,0.0,0.0,0.0,0.11811,0.51181,0.51181,0.7874,0.35433,0.27559,0.47244,0.0,0.0,15.522,16.056,17.583,16.533,14.722,11.622,10.428,12.289,11.461,14.733,14.822,16.289,-11.0,-10.0,-16.0,-11.0,-1.0,-8.0,-38.0,11.0,-14.0,-35.0,-26.0,-23.0,115.52,ML
247,306.54,306.55,306.56,306.58,306.59,306.6,306.61,306.63,306.64,306.65,306.67,306.68,2187000000.0,2189000000.0,2191100000.0,2193200000.0,2195200000.0,2197300000.0,2199300000.0,2201300000.0,2203300000.0,2205200000.0,2207200000.0,2209200000.0,0.0,0.0,0.11811,0.51181,0.51181,0.7874,0.35433,0.27559,0.47244,0.0,0.0,0.0,16.056,17.583,16.533,14.722,11.622,10.428,12.289,11.461,14.733,14.822,16.289,15.644,-10.0,-16.0,-11.0,-1.0,-8.0,-38.0,11.0,-14.0,-35.0,-26.0,-23.0,-19.0,131.71,ML
248,306.55,306.56,306.58,306.59,306.6,306.61,306.63,306.64,306.65,306.67,306.68,306.69,2189000000.0,2191100000.0,2193200000.0,2195200000.0,2197300000.0,2199300000.0,2201300000.0,2203300000.0,2205200000.0,2207200000.0,2209200000.0,2211200000.0,0.0,0.11811,0.51181,0.51181,0.7874,0.35433,0.27559,0.47244,0.0,0.0,0.0,0.03937,17.583,16.533,14.722,11.622,10.428,12.289,11.461,14.733,14.822,16.289,15.644,15.539,-16.0,-11.0,-1.0,-8.0,-38.0,11.0,-14.0,-35.0,-26.0,-23.0,-19.0,-17.0,176.56,ML
249,306.56,306.58,306.59,306.6,306.61,306.63,306.64,306.65,306.67,306.68,306.69,306.71,2191100000.0,2193200000.0,2195200000.0,2197300000.0,2199300000.0,2201300000.0,2203300000.0,2205200000.0,2207200000.0,2209200000.0,2211200000.0,2213200000.0,0.11811,0.51181,0.51181,0.7874,0.35433,0.27559,0.47244,0.0,0.0,0.0,0.03937,0.0,16.533,14.722,11.622,10.428,12.289,11.461,14.733,14.822,16.289,15.644,15.539,15.85,-11.0,-1.0,-8.0,-38.0,11.0,-14.0,-35.0,-26.0,-23.0,-19.0,-17.0,-18.0,110.9,ML
250,306.58,306.59,306.6,306.61,306.63,306.64,306.65,306.67,306.68,306.69,306.71,306.72,2193200000.0,2195200000.0,2197300000.0,2199300000.0,2201300000.0,2203300000.0,2205200000.0,2207200000.0,2209200000.0,2211200000.0,2213200000.0,2215200000.0,0.51181,0.51181,0.7874,0.35433,0.27559,0.47244,0.0,0.0,0.0,0.03937,0.0,0.19685,14.722,11.622,10.428,12.289,11.461,14.733,14.822,16.289,15.644,15.539,15.85,16.094,-1.0,-8.0,-38.0,11.0,-14.0,-35.0,-26.0,-23.0,-19.0,-17.0,-18.0,-8.0,128.46,ML
251,306.59,306.6,306.61,306.63,306.64,306.65,306.67,306.68,306.69,306.71,306.72,306.73,2195200000.0,2197300000.0,2199300000.0,2201300000.0,2203300000.0,2205200000.0,2207200000.0,2209200000.0,2211200000.0,2213200000.0,2215200000.0,2217200000.0,0.51181,0.7874,0.35433,0.27559,0.47244,0.0,0.0,0.0,0.03937,0.0,0.19685,0.15748,11.622,10.428,12.289,11.461,14.733,14.822,16.289,15.644,15.539,15.85,16.094,12.706,-8.0,-38.0,11.0,-14.0,-35.0,-26.0,-23.0,-19.0,-17.0,-18.0,-8.0,-29.0,114.26,ML
252,306.6,306.61,306.63,306.64,306.65,306.67,306.68,306.69,306.71,306.72,306.73,306.75,2197300000.0,2199300000.0,2201300000.0,2203300000.0,2205200000.0,2207200000.0,2209200000.0,2211200000.0,2213200000.0,2215200000.0,2217200000.0,2219100000.0,0.7874,0.35433,0.27559,0.47244,0.0,0.0,0.0,0.03937,0.0,0.19685,0.15748,0.3937,10.428,12.289,11.461,14.733,14.822,16.289,15.644,15.539,15.85,16.094,12.706,11.583,-38.0,11.0,-14.0,-35.0,-26.0,-23.0,-19.0,-17.0,-18.0,-8.0,-29.0,-21.0,171.55,ML
253,306.61,306.63,306.64,306.65,306.67,306.68,306.69,306.71,306.72,306.73,306.75,306.76,2199300000.0,2201300000.0,2203300000.0,2205200000.0,2207200000.0,2209200000.0,2211200000.0,2213200000.0,2215200000.0,2217200000.0,2219100000.0,2221100000.0,0.35433,0.27559,0.47244,0.0,0.0,0.0,0.03937,0.0,0.19685,0.15748,0.3937,0.74803,12.289,11.461,14.733,14.822,16.289,15.644,15.539,15.85,16.094,12.706,11.583,12.139,11.0,-14.0,-35.0,-26.0,-23.0,-19.0,-17.0,-18.0,-8.0,-29.0,-21.0,-29.0,117.28,ML
254,306.63,306.64,306.65,306.67,306.68,306.69,306.71,306.72,306.73,306.75,306.76,306.77,2201300000.0,2203300000.0,2205200000.0,2207200000.0,2209200000.0,2211200000.0,2213200000.0,2215200000.0,2217200000.0,2219100000.0,2221100000.0,2223000000.0,0.27559,0.47244,0.0,0.0,0.0,0.03937,0.0,0.19685,0.15748,0.3937,0.74803,1.378,11.461,14.733,14.822,16.289,15.644,15.539,15.85,16.094,12.706,11.583,12.139,11.894,-14.0,-35.0,-26.0,-23.0,-19.0,-17.0,-18.0,-8.0,-29.0,-21.0,-29.0,-40.0,108.1,ML
255,306.64,306.65,306.67,306.68,306.69,306.71,306.72,306.73,306.75,306.76,306.77,306.79,2203300000.0,2205200000.0,2207200000.0,2209200000.0,2211200000.0,2213200000.0,2215200000.0,2217200000.0,2219100000.0,2221100000.0,2223000000.0,2224900000.0,0.47244,0.0,0.0,0.0,0.03937,0.0,0.19685,0.15748,0.3937,0.74803,1.378,0.11811,14.733,14.822,16.289,15.644,15.539,15.85,16.094,12.706,11.583,12.139,11.894,14.15,-35.0,-26.0,-23.0,-19.0,-17.0,-18.0,-8.0,-29.0,-21.0,-29.0,-40.0,-25.0,125.1,ML
256,306.65,306.67,306.68,306.69,306.71,306.72,306.73,306.75,306.76,306.77,306.79,306.8,2205200000.0,2207200000.0,2209200000.0,2211200000.0,2213200000.0,2215200000.0,2217200000.0,2219100000.0,2221100000.0,2223000000.0,2224900000.0,2226800000.0,0.0,0.0,0.0,0.03937,0.0,0.19685,0.15748,0.3937,0.74803,1.378,0.11811,0.15748,14.822,16.289,15.644,15.539,15.85,16.094,12.706,11.583,12.139,11.894,14.15,14.956,-26.0,-23.0,-19.0,-17.0,-18.0,-8.0,-29.0,-21.0,-29.0,-40.0,-25.0,-21.0,109.84,ML
257,306.67,306.68,306.69,306.71,306.72,306.73,306.75,306.76,306.77,306.79,306.8,306.82,2207200000.0,2209200000.0,2211200000.0,2213200000.0,2215200000.0,2217200000.0,2219100000.0,2221100000.0,2223000000.0,2224900000.0,2226800000.0,2228600000.0,0.0,0.0,0.03937,0.0,0.19685,0.15748,0.3937,0.74803,1.378,0.11811,0.15748,0.07874,16.289,15.644,15.539,15.85,16.094,12.706,11.583,12.139,11.894,14.15,14.956,16.406,-23.0,-19.0,-17.0,-18.0,-8.0,-29.0,-21.0,-29.0,-40.0,-25.0,-21.0,-16.0,127.16,ML
258,306.68,306.69,306.71,306.72,306.73,306.75,306.76,306.77,306.79,306.8,306.82,306.83,2209200000.0,2211200000.0,2213200000.0,2215200000.0,2217200000.0,2219100000.0,2221100000.0,2223000000.0,2224900000.0,2226800000.0,2228600000.0,2230500000.0,0.0,0.03937,0.0,0.19685,0.15748,0.3937,0.74803,1.378,0.11811,0.15748,0.07874,0.03937,15.644,15.539,15.85,16.094,12.706,11.583,12.139,11.894,14.15,14.956,16.406,16.489,-19.0,-17.0,-18.0,-8.0,-29.0,-21.0,-29.0,-40.0,-25.0,-21.0,-16.0,-19.0,145.84,ML
259,306.69,306.71,306.72,306.73,306.75,306.76,306.77,306.79,306.8,306.82,306.83,306.85,2211200000.0,2213200000.0,2215200000.0,2217200000.0,2219100000.0,2221100000.0,2223000000.0,2224900000.0,2226800000.0,2228600000.0,2230500000.0,2232400000.0,0.03937,0.0,0.19685,0.15748,0.3937,0.74803,1.378,0.11811,0.15748,0.07874,0.03937,0.0,15.539,15.85,16.094,12.706,11.583,12.139,11.894,14.15,14.956,16.406,16.489,15.267,-17.0,-18.0,-8.0,-29.0,-21.0,-29.0,-40.0,-25.0,-21.0,-16.0,-19.0,-6.0,188.45,ML
260,306.71,306.72,306.73,306.75,306.76,306.77,306.79,306.8,306.82,306.83,306.85,306.86,2213200000.0,2215200000.0,2217200000.0,2219100000.0,2221100000.0,2223000000.0,2224900000.0,2226800000.0,2228600000.0,2230500000.0,2232400000.0,2234300000.0,0.0,0.19685,0.15748,0.3937,0.74803,1.378,0.11811,0.15748,0.07874,0.03937,0.0,0.0,15.85,16.094,12.706,11.583,12.139,11.894,14.15,14.956,16.406,16.489,15.267,15.172,-18.0,-8.0,-29.0,-21.0,-29.0,-40.0,-25.0,-21.0,-16.0,-19.0,-6.0,-12.0,154.23,ML
261,306.72,306.73,306.75,306.76,306.77,306.79,306.8,306.82,306.83,306.85,306.86,306.87,2215200000.0,2217200000.0,2219100000.0,2221100000.0,2223000000.0,2224900000.0,2226800000.0,2228600000.0,2230500000.0,2232400000.0,2234300000.0,2236200000.0,0.19685,0.15748,0.3937,0.74803,1.378,0.11811,0.15748,0.07874,0.03937,0.0,0.0,0.0,16.094,12.706,11.583,12.139,11.894,14.15,14.956,16.406,16.489,15.267,15.172,17.233,-8.0,-29.0,-21.0,-29.0,-40.0,-25.0,-21.0,-16.0,-19.0,-6.0,-12.0,-6.0,152.29,ML
262,306.73,306.75,306.76,306.77,306.79,306.8,306.82,306.83,306.85,306.86,306.87,306.89,2217200000.0,2219100000.0,2221100000.0,2223000000.0,2224900000.0,2226800000.0,2228600000.0,2230500000.0,2232400000.0,2234300000.0,2236200000.0,2238000000.0,0.15748,0.3937,0.74803,1.378,0.11811,0.15748,0.07874,0.03937,0.0,0.0,0.0,0.07874,12.706,11.583,12.139,11.894,14.15,14.956,16.406,16.489,15.267,15.172,17.233,16.783,-29.0,-21.0,-29.0,-40.0,-25.0,-21.0,-16.0,-19.0,-6.0,-12.0,-6.0,-3.0,86.563,LL
263,306.75,306.76,306.77,306.79,306.8,306.82,306.83,306.85,306.86,306.87,306.89,306.9,2219100000.0,2221100000.0,2223000000.0,2224900000.0,2226800000.0,2228600000.0,2230500000.0,2232400000.0,2234300000.0,2236200000.0,2238000000.0,2239900000.0,0.3937,0.74803,1.378,0.11811,0.15748,0.07874,0.03937,0.0,0.0,0.0,0.07874,0.0,11.583,12.139,11.894,14.15,14.956,16.406,16.489,15.267,15.172,17.233,16.783,14.461,-21.0,-29.0,-40.0,-25.0,-21.0,-16.0,-19.0,-6.0,-12.0,-6.0,-3.0,-5.0,153.94,ML
264,306.76,306.77,306.79,306.8,306.82,306.83,306.85,306.86,306.87,306.89,306.9,306.92,2221100000.0,2223000000.0,2224900000.0,2226800000.0,2228600000.0,2230500000.0,2232400000.0,2234300000.0,2236200000.0,2238000000.0,2239900000.0,2241800000.0,0.74803,1.378,0.11811,0.15748,0.07874,0.03937,0.0,0.0,0.0,0.07874,0.0,0.35433,12.139,11.894,14.15,14.956,16.406,16.489,15.267,15.172,17.233,16.783,14.461,10.85,-29.0,-40.0,-25.0,-21.0,-16.0,-19.0,-6.0,-12.0,-6.0,-3.0,-5.0,-3.0,99.742,LL
265,306.77,306.79,306.8,306.82,306.83,306.85,306.86,306.87,306.89,306.9,306.92,306.93,2223000000.0,2224900000.0,2226800000.0,2228600000.0,2230500000.0,2232400000.0,2234300000.0,2236200000.0,2238000000.0,2239900000.0,2241800000.0,2243700000.0,1.378,0.11811,0.15748,0.07874,0.03937,0.0,0.0,0.0,0.07874,0.0,0.35433,0.66929,11.894,14.15,14.956,16.406,16.489,15.267,15.172,17.233,16.783,14.461,10.85,6.4333,-40.0,-25.0,-21.0,-16.0,-19.0,-6.0,-12.0,-6.0,-3.0,-5.0,-3.0,-8.0,221.82,HL
266,306.79,306.8,306.82,306.83,306.85,306.86,306.87,306.89,306.9,306.92,306.93,306.94,2224900000.0,2226800000.0,2228600000.0,2230500000.0,2232400000.0,2234300000.0,2236200000.0,2238000000.0,2239900000.0,2241800000.0,2243700000.0,2245400000.0,0.11811,0.15748,0.07874,0.03937,0.0,0.0,0.0,0.07874,0.0,0.35433,0.66929,0.66929,14.15,14.956,16.406,16.489,15.267,15.172,17.233,16.783,14.461,10.85,6.4333,9.9389,-25.0,-21.0,-16.0,-19.0,-6.0,-12.0,-6.0,-3.0,-5.0,-3.0,-8.0,6.0,107.97,ML
267,306.8,306.82,306.83,306.85,306.86,306.87,306.89,306.9,306.92,306.93,306.94,306.96,2226800000.0,2228600000.0,2230500000.0,2232400000.0,2234300000.0,2236200000.0,2238000000.0,2239900000.0,2241800000.0,2243700000.0,2245400000.0,2247200000.0,0.15748,0.07874,0.03937,0.0,0.0,0.0,0.07874,0.0,0.35433,0.66929,0.66929,0.90551,14.956,16.406,16.489,15.267,15.172,17.233,16.783,14.461,10.85,6.4333,9.9389,12.672,-21.0,-16.0,-19.0,-6.0,-12.0,-6.0,-3.0,-5.0,-3.0,-8.0,6.0,-17.0,40.097,VLL
268,306.82,306.83,306.85,306.86,306.87,306.89,306.9,306.92,306.93,306.94,306.96,306.97,2228600000.0,2230500000.0,2232400000.0,2234300000.0,2236200000.0,2238000000.0,2239900000.0,2241800000.0,2243700000.0,2245400000.0,2247200000.0,2248900000.0,0.07874,0.03937,0.0,0.0,0.0,0.07874,0.0,0.35433,0.66929,0.66929,0.90551,0.27559,16.406,16.489,15.267,15.172,17.233,16.783,14.461,10.85,6.4333,9.9389,12.672,12.511,-16.0,-19.0,-6.0,-12.0,-6.0,-3.0,-5.0,-3.0,-8.0,6.0,-17.0,-17.0,101.61,ML
269,306.83,306.85,306.86,306.87,306.89,306.9,306.92,306.93,306.94,306.96,306.97,306.98,2230500000.0,2232400000.0,2234300000.0,2236200000.0,2238000000.0,2239900000.0,2241800000.0,2243700000.0,2245400000.0,2247200000.0,2248900000.0,2250600000.0,0.03937,0.0,0.0,0.0,0.07874,0.0,0.35433,0.66929,0.66929,0.90551,0.27559,0.0,16.489,15.267,15.172,17.233,16.783,14.461,10.85,6.4333,9.9389,12.672,12.511,13.972,-19.0,-6.0,-12.0,-6.0,-3.0,-5.0,-3.0,-8.0,6.0,-17.0,-17.0,-6.0,107.56,ML
270,306.85,306.86,306.87,306.89,306.9,306.92,306.93,306.94,306.96,306.97,306.98,307.0,2232400000.0,2234300000.0,2236200000.0,2238000000.0,2239900000.0,2241800000.0,2243700000.0,2245400000.0,2247200000.0,2248900000.0,2250600000.0,2252400000.0,0.0,0.0,0.0,0.07874,0.0,0.35433,0.66929,0.66929,0.90551,0.27559,0.0,0.07874,15.267,15.172,17.233,16.783,14.461,10.85,6.4333,9.9389,12.672,12.511,13.972,16.317,-6.0,-12.0,-6.0,-3.0,-5.0,-3.0,-8.0,6.0,-17.0,-17.0,-6.0,-8.0,140.1,ML
271,306.86,306.87,306.89,306.9,306.92,306.93,306.94,306.96,306.97,306.98,307.0,307.01,2234300000.0,2236200000.0,2238000000.0,2239900000.0,2241800000.0,2243700000.0,2245400000.0,2247200000.0,2248900000.0,2250600000.0,2252400000.0,2254100000.0,0.0,0.0,0.07874,0.0,0.35433,0.66929,0.66929,0.90551,0.27559,0.0,0.07874,0.0,15.172,17.233,16.783,14.461,10.85,6.4333,9.9389,12.672,12.511,13.972,16.317,15.161,-12.0,-6.0,-3.0,-5.0,-3.0,-8.0,6.0,-17.0,-17.0,-6.0,-8.0,-4.0,179.16,ML
272,306.87,306.89,306.9,306.92,306.93,306.94,306.96,306.97,306.98,307.0,307.01,307.02,2236200000.0,2238000000.0,2239900000.0,2241800000.0,2243700000.0,2245400000.0,2247200000.0,2248900000.0,2250600000.0,2252400000.0,2254100000.0,2255900000.0,0.0,0.07874,0.0,0.35433,0.66929,0.66929,0.90551,0.27559,0.0,0.07874,0.0,0.0,17.233,16.783,14.461,10.85,6.4333,9.9389,12.672,12.511,13.972,16.317,15.161,14.944,-6.0,-3.0,-5.0,-3.0,-8.0,6.0,-17.0,-17.0,-6.0,-8.0,-4.0,3.0,197.4,ML
273,306.89,306.9,306.92,306.93,306.94,306.96,306.97,306.98,307.0,307.01,307.02,307.04,2238000000.0,2239900000.0,2241800000.0,2243700000.0,2245400000.0,2247200000.0,2248900000.0,2250600000.0,2252400000.0,2254100000.0,2255900000.0,2257600000.0,0.07874,0.0,0.35433,0.66929,0.66929,0.90551,0.27559,0.0,0.07874,0.0,0.0,0.0,16.783,14.461,10.85,6.4333,9.9389,12.672,12.511,13.972,16.317,15.161,14.944,16.35,-3.0,-5.0,-3.0,-8.0,6.0,-17.0,-17.0,-6.0,-8.0,-4.0,3.0,14.0,176.71,ML
274,306.9,306.92,306.93,306.94,306.96,306.97,306.98,307.0,307.01,307.02,307.04,307.05,2239900000.0,2241800000.0,2243700000.0,2245400000.0,2247200000.0,2248900000.0,2250600000.0,2252400000.0,2254100000.0,2255900000.0,2257600000.0,2259300000.0,0.0,0.35433,0.66929,0.66929,0.90551,0.27559,0.0,0.07874,0.0,0.0,0.0,0.11811,14.461,10.85,6.4333,9.9389,12.672,12.511,13.972,16.317,15.161,14.944,16.35,17.428,-5.0,-3.0,-8.0,6.0,-17.0,-17.0,-6.0,-8.0,-4.0,3.0,14.0,9.0,138.5,ML
